ref_month,site_code,cost_center,account_code,account_name,amount_br,amount_fx,fx_rate
2025-03-01,SC02,CC01,ELEC,Energia,186491.56,30935.08,6.0285
2025-03-01,SC02,CC01,GAS,Gás,265990.15,44122.25,6.0285
2025-03-01,SC02,CC01,WATR,Água,88788.72,14728.21,6.0285
2025-03-01,SC02,CC01,MNTC,Manutenção,90773.86,15057.5,6.0285
2025-03-01,SC02,CC01,LABR,Mão de obra,237400.78,39379.87,6.0285
2025-03-01,SC02,CC01,PACK,Embalagens,268735.12,44577.59,6.0285
2025-03-01,SC02,CC01,MATL,Matéria-prima,110246.05,18287.53,6.0285
2025-03-01,SC02,CC01,LOGS,Logística,120130.81,19927.21,6.0285
2025-03-01,SC02,CC01,DEPR,Depreciação,68379.78,11342.79,6.0285
2025-03-01,SC02,CC01,OTHR,Outros,245377.43,40703.03,6.0285
2025-03-01,SC02,CC02,ELEC,Energia,315838.65,52391.08,6.0285
2025-03-01,SC02,CC02,GAS,Gás,98819.16,16392.05,6.0285
2025-03-01,SC02,CC02,WATR,Água,172872.15,28675.91,6.0285
2025-03-01,SC02,CC02,MNTC,Manutenção,87011.86,14433.46,6.0285
2025-03-01,SC02,CC02,LABR,Mão de obra,262298.5,43509.88,6.0285
2025-03-01,SC02,CC02,PACK,Embalagens,187532.12,31107.69,6.0285
2025-03-01,SC02,CC02,MATL,Matéria-prima,95334.79,15814.07,6.0285
2025-03-01,SC02,CC02,LOGS,Logística,59631.46,9891.62,6.0285
2025-03-01,SC02,CC02,DEPR,Depreciação,212676.4,35278.61,6.0285
2025-03-01,SC02,CC02,OTHR,Outros,176149.72,29219.59,6.0285
2025-03-01,SC02,CC03,ELEC,Energia,171942.66,28521.72,6.0285
2025-03-01,SC02,CC03,GAS,Gás,109833.76,18219.14,6.0285
2025-03-01,SC02,CC03,WATR,Água,253089.6,41982.32,6.0285
2025-03-01,SC02,CC03,MNTC,Manutenção,138539.84,22980.89,6.0285
2025-03-01,SC02,CC03,LABR,Mão de obra,198824.7,32980.9,6.0285
2025-03-01,SC02,CC03,PACK,Embalagens,167493.63,27783.72,6.0285
2025-03-01,SC02,CC03,MATL,Matéria-prima,86346.39,14323.08,6.0285
2025-03-01,SC02,CC03,LOGS,Logística,72169.51,11971.42,6.0285
2025-03-01,SC02,CC03,DEPR,Depreciação,98615.84,16358.32,6.0285
2025-03-01,SC02,CC03,OTHR,Outros,276983.62,45945.84,6.0285
2025-03-01,SC02,CC04,ELEC,Energia,83456.59,13843.72,6.0285
2025-03-01,SC02,CC04,GAS,Gás,210318.41,34887.46,6.0285
2025-03-01,SC02,CC04,WATR,Água,302419.34,50165.1,6.0285
2025-03-01,SC02,CC04,MNTC,Manutenção,130660.68,21673.9,6.0285
2025-03-01,SC02,CC04,LABR,Mão de obra,173630.26,28801.66,6.0285
2025-03-01,SC02,CC04,PACK,Embalagens,255252.56,42341.11,6.0285
2025-03-01,SC02,CC04,MATL,Matéria-prima,82773.44,13730.4,6.0285
2025-03-01,SC02,CC04,LOGS,Logística,215157.27,35690.13,6.0285
2025-03-01,SC02,CC04,DEPR,Depreciação,79574.03,13199.68,6.0285
2025-03-01,SC02,CC04,OTHR,Outros,72209.54,11978.07,6.0285
2025-03-01,SC02,CC05,ELEC,Energia,163550.69,27129.67,6.0285
2025-03-01,SC02,CC05,GAS,Gás,269976.85,44783.56,6.0285
2025-03-01,SC02,CC05,WATR,Água,46892.53,7778.5,6.0285
2025-03-01,SC02,CC05,MNTC,Manutenção,229663.68,38096.44,6.0285
2025-03-01,SC02,CC05,LABR,Mão de obra,161608.96,26807.58,6.0285
2025-03-01,SC02,CC05,PACK,Embalagens,131018.2,21733.2,6.0285
2025-03-01,SC02,CC05,MATL,Matéria-prima,306303.14,50809.34,6.0285
2025-03-01,SC02,CC05,LOGS,Logística,98919.02,16408.62,6.0285
2025-03-01,SC02,CC05,DEPR,Depreciação,99438.04,16494.71,6.0285
2025-03-01,SC02,CC05,OTHR,Outros,48843.39,8102.11,6.0285
2025-03-01,SC03,CC01,ELEC,Energia,50069.39,8305.47,6.0285
2025-03-01,SC03,CC01,GAS,Gás,190016.79,31519.85,6.0285
2025-03-01,SC03,CC01,WATR,Água,66037.71,10954.29,6.0285
2025-03-01,SC03,CC01,MNTC,Manutenção,284786.39,47240.16,6.0285
2025-03-01,SC03,CC01,LABR,Mão de obra,254798.73,42265.83,6.0285
2025-03-01,SC03,CC01,PACK,Embalagens,174566.74,28957.0,6.0285
2025-03-01,SC03,CC01,MATL,Matéria-prima,117186.85,19438.87,6.0285
2025-03-01,SC03,CC01,LOGS,Logística,122333.86,20292.65,6.0285
2025-03-01,SC03,CC01,DEPR,Depreciação,172870.48,28675.63,6.0285
2025-03-01,SC03,CC01,OTHR,Outros,118340.55,19630.24,6.0285
2025-03-01,SC03,CC02,ELEC,Energia,170646.83,28306.77,6.0285
2025-03-01,SC03,CC02,GAS,Gás,309763.06,51383.27,6.0285
2025-03-01,SC03,CC02,WATR,Água,242272.59,40188.0,6.0285
2025-03-01,SC03,CC02,MNTC,Manutenção,253863.42,42110.68,6.0285
2025-03-01,SC03,CC02,LABR,Mão de obra,67426.22,11184.61,6.0285
2025-03-01,SC03,CC02,PACK,Embalagens,129655.61,21507.18,6.0285
2025-03-01,SC03,CC02,MATL,Matéria-prima,84486.45,14014.55,6.0285
2025-03-01,SC03,CC02,LOGS,Logística,296157.12,49126.33,6.0285
2025-03-01,SC03,CC02,DEPR,Depreciação,140889.23,23370.6,6.0285
2025-03-01,SC03,CC02,OTHR,Outros,232530.77,38572.03,6.0285
2025-03-01,SC03,CC03,ELEC,Energia,332450.69,55146.68,6.0285
2025-03-01,SC03,CC03,GAS,Gás,81691.04,13550.85,6.0285
2025-03-01,SC03,CC03,WATR,Água,222158.32,36851.46,6.0285
2025-03-01,SC03,CC03,MNTC,Manutenção,119316.56,19792.14,6.0285
2025-03-01,SC03,CC03,LABR,Mão de obra,289481.68,48019.01,6.0285
2025-03-01,SC03,CC03,PACK,Embalagens,236934.26,39302.48,6.0285
2025-03-01,SC03,CC03,MATL,Matéria-prima,152995.92,25378.85,6.0285
2025-03-01,SC03,CC03,LOGS,Logística,201176.25,33370.97,6.0285
2025-03-01,SC03,CC03,DEPR,Depreciação,262369.64,43521.68,6.0285
2025-03-01,SC03,CC03,OTHR,Outros,167618.48,27804.43,6.0285
2025-03-01,SC03,CC04,ELEC,Energia,70290.4,11659.72,6.0285
2025-03-01,SC03,CC04,GAS,Gás,152513.88,25298.89,6.0285
2025-03-01,SC03,CC04,WATR,Água,141502.83,23472.39,6.0285
2025-03-01,SC03,CC04,MNTC,Manutenção,202167.44,33535.39,6.0285
2025-03-01,SC03,CC04,LABR,Mão de obra,337700.07,56017.44,6.0285
2025-03-01,SC03,CC04,PACK,Embalagens,157720.17,26162.51,6.0285
2025-03-01,SC03,CC04,MATL,Matéria-prima,148570.87,24644.83,6.0285
2025-03-01,SC03,CC04,LOGS,Logística,103805.35,17219.16,6.0285
2025-03-01,SC03,CC04,DEPR,Depreciação,145778.24,24181.59,6.0285
2025-03-01,SC03,CC04,OTHR,Outros,61495.55,10200.84,6.0285
2025-03-01,SC03,CC05,ELEC,Energia,265347.94,44015.72,6.0285
2025-03-01,SC03,CC05,GAS,Gás,206107.4,34188.95,6.0285
2025-03-01,SC03,CC05,WATR,Água,186731.48,30974.88,6.0285
2025-03-01,SC03,CC05,MNTC,Manutenção,168133.76,27889.91,6.0285
2025-03-01,SC03,CC05,LABR,Mão de obra,243828.29,40446.06,6.0285
2025-03-01,SC03,CC05,PACK,Embalagens,94203.48,15626.4,6.0285
2025-03-01,SC03,CC05,MATL,Matéria-prima,55246.11,9164.18,6.0285
2025-03-01,SC03,CC05,LOGS,Logística,139026.71,23061.65,6.0285
2025-03-01,SC03,CC05,DEPR,Depreciação,147039.26,24390.76,6.0285
2025-03-01,SC03,CC05,OTHR,Outros,73665.58,12219.59,6.0285
2025-04-01,SC01,CC01,ELEC,Energia,119395.23,19294.83,6.1879
2025-04-01,SC01,CC01,GAS,Gás,156786.75,25337.48,6.1879
2025-04-01,SC01,CC01,WATR,Água,270634.85,43735.87,6.1879
2025-04-01,SC01,CC01,MNTC,Manutenção,205688.69,33240.26,6.1879
2025-04-01,SC01,CC01,LABR,Mão de obra,197669.35,31944.3,6.1879
2025-04-01,SC01,CC01,PACK,Embalagens,73414.27,11864.09,6.1879
2025-04-01,SC01,CC01,MATL,Matéria-prima,185352.72,29953.88,6.1879
2025-04-01,SC01,CC01,LOGS,Logística,242976.24,39266.11,6.1879
2025-04-01,SC01,CC01,DEPR,Depreciação,204899.0,33112.65,6.1879
2025-04-01,SC01,CC01,OTHR,Outros,191392.59,30929.95,6.1879
2025-04-01,SC01,CC02,ELEC,Energia,314136.17,50765.89,6.1879
2025-04-01,SC01,CC02,GAS,Gás,192520.97,31112.3,6.1879
2025-04-01,SC01,CC02,WATR,Água,241553.1,39036.12,6.1879
2025-04-01,SC01,CC02,MNTC,Manutenção,292501.19,47269.58,6.1879
2025-04-01,SC01,CC02,LABR,Mão de obra,234313.12,37866.11,6.1879
2025-04-01,SC01,CC02,PACK,Embalagens,179275.23,28971.73,6.1879
2025-04-01,SC01,CC02,MATL,Matéria-prima,243087.98,39284.17,6.1879
2025-04-01,SC01,CC02,LOGS,Logística,155457.74,25122.71,6.1879
2025-04-01,SC01,CC02,DEPR,Depreciação,56220.35,9085.48,6.1879
2025-04-01,SC01,CC02,OTHR,Outros,197252.52,31876.94,6.1879
2025-04-01,SC01,CC03,ELEC,Energia,62580.05,10113.23,6.1879
2025-04-01,SC01,CC03,GAS,Gás,76650.82,12387.14,6.1879
2025-04-01,SC01,CC03,WATR,Água,170429.77,27542.26,6.1879
2025-04-01,SC01,CC03,MNTC,Manutenção,218036.88,35235.79,6.1879
2025-04-01,SC01,CC03,LABR,Mão de obra,198900.75,32143.3,6.1879
2025-04-01,SC01,CC03,PACK,Embalagens,313380.53,50643.78,6.1879
2025-04-01,SC01,CC03,MATL,Matéria-prima,113288.75,18308.0,6.1879
2025-04-01,SC01,CC03,LOGS,Logística,224289.69,36246.28,6.1879
2025-04-01,SC01,CC03,DEPR,Depreciação,298937.52,48309.72,6.1879
2025-04-01,SC01,CC03,OTHR,Outros,189413.29,30610.08,6.1879
2025-04-01,SC01,CC04,ELEC,Energia,247306.37,39965.88,6.1879
2025-04-01,SC01,CC04,GAS,Gás,178605.08,28863.43,6.1879
2025-04-01,SC01,CC04,WATR,Água,50266.62,8123.32,6.1879
2025-04-01,SC01,CC04,MNTC,Manutenção,187066.04,30230.76,6.1879
2025-04-01,SC01,CC04,LABR,Mão de obra,229553.82,37096.98,6.1879
2025-04-01,SC01,CC04,PACK,Embalagens,224196.69,36231.25,6.1879
2025-04-01,SC01,CC04,MATL,Matéria-prima,115413.98,18651.44,6.1879
2025-04-01,SC01,CC04,LOGS,Logística,215714.58,34860.5,6.1879
2025-04-01,SC01,CC04,DEPR,Depreciação,195734.23,31631.58,6.1879
2025-04-01,SC01,CC04,OTHR,Outros,61334.6,9911.96,6.1879
2025-04-01,SC01,CC05,ELEC,Energia,199692.98,32271.33,6.1879
2025-04-01,SC01,CC05,GAS,Gás,200030.77,32325.92,6.1879
2025-04-01,SC01,CC05,WATR,Água,142618.15,23047.77,6.1879
2025-04-01,SC01,CC05,MNTC,Manutenção,263122.2,42521.79,6.1879
2025-04-01,SC01,CC05,LABR,Mão de obra,150216.48,24275.69,6.1879
2025-04-01,SC01,CC05,PACK,Embalagens,114464.87,18498.06,6.1879
2025-04-01,SC01,CC05,MATL,Matéria-prima,51445.57,8313.85,6.1879
2025-04-01,SC01,CC05,LOGS,Logística,114482.75,18500.95,6.1879
2025-04-01,SC01,CC05,DEPR,Depreciação,194454.25,31424.73,6.1879
2025-04-01,SC01,CC05,OTHR,Outros,141791.23,22914.13,6.1879
2025-04-01,SC02,CC01,ELEC,Energia,151069.23,24413.5,6.1879
2025-04-01,SC02,CC01,GAS,Gás,115744.44,18704.85,6.1879
2025-04-01,SC02,CC01,WATR,Água,110298.9,17824.82,6.1879
2025-04-01,SC02,CC01,MNTC,Manutenção,281340.46,45465.95,6.1879
2025-04-01,SC02,CC01,LABR,Mão de obra,286896.77,46363.88,6.1879
2025-04-01,SC02,CC01,PACK,Embalagens,72522.14,11719.92,6.1879
2025-04-01,SC02,CC01,MATL,Matéria-prima,130365.13,21067.62,6.1879
2025-04-01,SC02,CC01,LOGS,Logística,167197.18,27019.86,6.1879
2025-04-01,SC02,CC01,DEPR,Depreciação,215488.98,34824.04,6.1879
2025-04-01,SC02,CC01,OTHR,Outros,54557.11,8816.69,6.1879
2025-04-01,SC02,CC02,ELEC,Energia,165236.65,26703.02,6.1879
2025-04-01,SC02,CC02,GAS,Gás,180537.1,29175.65,6.1879
2025-04-01,SC02,CC02,WATR,Água,61667.85,9965.82,6.1879
2025-04-01,SC02,CC02,MNTC,Manutenção,212404.61,34325.59,6.1879
2025-04-01,SC02,CC02,LABR,Mão de obra,89642.66,14486.68,6.1879
2025-04-01,SC02,CC02,PACK,Embalagens,187925.6,30369.67,6.1879
2025-04-01,SC02,CC02,MATL,Matéria-prima,58493.29,9452.79,6.1879
2025-04-01,SC02,CC02,LOGS,Logística,121652.29,19659.59,6.1879
2025-04-01,SC02,CC02,DEPR,Depreciação,123708.42,19991.87,6.1879
2025-04-01,SC02,CC02,OTHR,Outros,125284.76,20246.61,6.1879
2025-04-01,SC02,CC03,ELEC,Energia,265079.84,42838.16,6.1879
2025-04-01,SC02,CC03,GAS,Gás,166469.48,26902.26,6.1879
2025-04-01,SC02,CC03,WATR,Água,289214.88,46738.49,6.1879
2025-04-01,SC02,CC03,MNTC,Manutenção,110419.38,17844.29,6.1879
2025-04-01,SC02,CC03,LABR,Mão de obra,143269.57,23153.04,6.1879
2025-04-01,SC02,CC03,PACK,Embalagens,303933.35,49117.07,6.1879
2025-04-01,SC02,CC03,MATL,Matéria-prima,127411.43,20590.29,6.1879
2025-04-01,SC02,CC03,LOGS,Logística,273961.17,44273.42,6.1879
2025-04-01,SC02,CC03,DEPR,Depreciação,263635.65,42604.77,6.1879
2025-04-01,SC02,CC03,OTHR,Outros,199782.58,32285.81,6.1879
2025-04-01,SC02,CC04,ELEC,Energia,104459.95,16881.22,6.1879
2025-04-01,SC02,CC04,GAS,Gás,237159.1,38326.03,6.1879
2025-04-01,SC02,CC04,WATR,Água,185839.11,30032.48,6.1879
2025-04-01,SC02,CC04,MNTC,Manutenção,53502.16,8646.2,6.1879
2025-04-01,SC02,CC04,LABR,Mão de obra,111858.93,18076.93,6.1879
2025-04-01,SC02,CC04,PACK,Embalagens,250696.5,40513.74,6.1879
2025-04-01,SC02,CC04,MATL,Matéria-prima,247473.57,39992.9,6.1879
2025-04-01,SC02,CC04,LOGS,Logística,46264.52,7476.57,6.1879
2025-04-01,SC02,CC04,DEPR,Depreciação,214209.5,34617.27,6.1879
2025-04-01,SC02,CC04,OTHR,Outros,283217.46,45769.28,6.1879
2025-04-01,SC02,CC05,ELEC,Energia,283056.88,45743.33,6.1879
2025-04-01,SC02,CC05,GAS,Gás,160181.94,25886.16,6.1879
2025-04-01,SC02,CC05,WATR,Água,281158.66,45436.57,6.1879
2025-04-01,SC02,CC05,MNTC,Manutenção,70718.89,11428.51,6.1879
2025-04-01,SC02,CC05,LABR,Mão de obra,237685.75,38411.14,6.1879
2025-04-01,SC02,CC05,PACK,Embalagens,114550.09,18511.84,6.1879
2025-04-01,SC02,CC05,MATL,Matéria-prima,293774.51,47475.35,6.1879
2025-04-01,SC02,CC05,LOGS,Logística,108254.99,17494.52,6.1879
2025-04-01,SC02,CC05,DEPR,Depreciação,104699.24,16919.89,6.1879
2025-04-01,SC02,CC05,OTHR,Outros,142392.57,23011.31,6.1879
2025-04-01,SC03,CC01,ELEC,Energia,193873.19,31330.83,6.1879
2025-04-01,SC03,CC01,GAS,Gás,285381.18,46118.95,6.1879
2025-04-01,SC03,CC01,WATR,Água,191123.43,30886.45,6.1879
2025-04-01,SC03,CC01,MNTC,Manutenção,320771.47,51838.19,6.1879
2025-04-01,SC03,CC01,LABR,Mão de obra,149729.51,24197.0,6.1879
2025-04-01,SC03,CC01,PACK,Embalagens,123802.27,20007.03,6.1879
2025-04-01,SC03,CC01,MATL,Matéria-prima,62255.99,10060.86,6.1879
2025-04-01,SC03,CC01,LOGS,Logística,55209.21,8922.07,6.1879
2025-04-01,SC03,CC01,DEPR,Depreciação,165461.37,26739.34,6.1879
2025-04-01,SC03,CC01,OTHR,Outros,245053.83,39601.86,6.1879
2025-04-01,SC03,CC02,ELEC,Energia,272566.76,44048.08,6.1879
2025-04-01,SC03,CC02,GAS,Gás,202069.59,32655.4,6.1879
2025-04-01,SC03,CC02,WATR,Água,135968.69,21973.18,6.1879
2025-04-01,SC03,CC02,MNTC,Manutenção,174217.04,28154.3,6.1879
2025-04-01,SC03,CC02,LABR,Mão de obra,207813.78,33583.69,6.1879
2025-04-01,SC03,CC02,PACK,Embalagens,243924.81,39419.4,6.1879
2025-04-01,SC03,CC02,MATL,Matéria-prima,164098.75,26519.13,6.1879
2025-04-01,SC03,CC02,LOGS,Logística,216660.77,35013.41,6.1879
2025-04-01,SC03,CC02,DEPR,Depreciação,232363.36,37551.02,6.1879
2025-04-01,SC03,CC02,OTHR,Outros,166728.14,26944.06,6.1879
2025-04-01,SC03,CC03,ELEC,Energia,236256.9,38180.23,6.1879
2025-04-01,SC03,CC03,GAS,Gás,56499.19,9130.54,6.1879
2025-04-01,SC03,CC03,WATR,Água,54734.04,8845.28,6.1879
2025-04-01,SC03,CC03,MNTC,Manutenção,124630.17,20140.82,6.1879
2025-04-01,SC03,CC03,LABR,Mão de obra,203384.38,32867.88,6.1879
2025-04-01,SC03,CC03,PACK,Embalagens,73762.86,11920.43,6.1879
2025-04-01,SC03,CC03,MATL,Matéria-prima,230860.72,37308.18,6.1879
2025-04-01,SC03,CC03,LOGS,Logística,115012.93,18586.63,6.1879
2025-04-01,SC03,CC03,DEPR,Depreciação,75936.01,12271.62,6.1879
2025-04-01,SC03,CC03,OTHR,Outros,143647.55,23214.12,6.1879
2025-04-01,SC03,CC04,ELEC,Energia,177984.18,28763.09,6.1879
2025-04-01,SC03,CC04,GAS,Gás,162197.08,26211.82,6.1879
2025-04-01,SC03,CC04,WATR,Água,68780.6,11115.27,6.1879
2025-04-01,SC03,CC04,MNTC,Manutenção,224353.85,36256.64,6.1879
2025-04-01,SC03,CC04,LABR,Mão de obra,101797.31,16450.93,6.1879
2025-04-01,SC03,CC04,PACK,Embalagens,245121.8,39612.84,6.1879
2025-04-01,SC03,CC04,MATL,Matéria-prima,127815.25,20655.55,6.1879
2025-04-01,SC03,CC04,LOGS,Logística,57041.55,9218.18,6.1879
2025-04-01,SC03,CC04,DEPR,Depreciação,203678.09,32915.34,6.1879
2025-04-01,SC03,CC04,OTHR,Outros,96770.69,15638.6,6.1879
2025-04-01,SC03,CC05,ELEC,Energia,158203.77,25566.48,6.1879
2025-04-01,SC03,CC05,GAS,Gás,292266.55,47231.66,6.1879
2025-04-01,SC03,CC05,WATR,Água,295047.28,47681.04,6.1879
2025-04-01,SC03,CC05,MNTC,Manutenção,287884.19,46523.45,6.1879
2025-04-01,SC03,CC05,LABR,Mão de obra,141433.46,22856.32,6.1879
2025-04-01,SC03,CC05,PACK,Embalagens,150575.06,24333.64,6.1879
2025-04-01,SC03,CC05,MATL,Matéria-prima,168475.28,27226.4,6.1879
2025-04-01,SC03,CC05,LOGS,Logística,109867.49,17755.11,6.1879
2025-04-01,SC03,CC05,DEPR,Depreciação,239273.06,38667.66,6.1879
2025-04-01,SC03,CC05,OTHR,Outros,96945.63,15666.87,6.1879
2025-05-01,SC01,CC01,ELEC,Energia,122426.09,19232.45,6.3656
2025-05-01,SC01,CC01,GAS,Gás,186075.82,29231.46,6.3656
2025-05-01,SC01,CC01,WATR,Água,283500.04,44536.25,6.3656
2025-05-01,SC01,CC01,MNTC,Manutenção,195814.82,30761.4,6.3656
2025-05-01,SC01,CC01,LABR,Mão de obra,172909.32,27163.08,6.3656
2025-05-01,SC01,CC01,PACK,Embalagens,273071.79,42898.04,6.3656
2025-05-01,SC01,CC01,MATL,Matéria-prima,202594.55,31826.46,6.3656
2025-05-01,SC01,CC01,LOGS,Logística,59027.57,9272.9,6.3656
2025-05-01,SC01,CC01,DEPR,Depreciação,149635.82,23506.94,6.3656
2025-05-01,SC01,CC01,OTHR,Outros,213372.07,33519.55,6.3656
2025-05-01,SC01,CC02,ELEC,Energia,279725.07,43943.23,6.3656
2025-05-01,SC01,CC02,GAS,Gás,160605.24,25230.18,6.3656
2025-05-01,SC01,CC02,WATR,Água,125079.11,19649.22,6.3656
2025-05-01,SC01,CC02,MNTC,Manutenção,110997.49,17437.08,6.3656
2025-05-01,SC01,CC02,LABR,Mão de obra,275197.96,43232.04,6.3656
2025-05-01,SC01,CC02,PACK,Embalagens,165032.58,25925.69,6.3656
2025-05-01,SC01,CC02,MATL,Matéria-prima,68890.99,10822.39,6.3656
2025-05-01,SC01,CC02,LOGS,Logística,268450.87,42172.12,6.3656
2025-05-01,SC01,CC02,DEPR,Depreciação,86549.53,13596.44,6.3656
2025-05-01,SC01,CC02,OTHR,Outros,275750.49,43318.84,6.3656
2025-05-01,SC01,CC03,ELEC,Energia,91770.88,14416.69,6.3656
2025-05-01,SC01,CC03,GAS,Gás,243598.46,38267.94,6.3656
2025-05-01,SC01,CC03,WATR,Água,192986.94,30317.16,6.3656
2025-05-01,SC01,CC03,MNTC,Manutenção,128731.1,20222.93,6.3656
2025-05-01,SC01,CC03,LABR,Mão de obra,125919.26,19781.2,6.3656
2025-05-01,SC01,CC03,PACK,Embalagens,132170.3,20763.21,6.3656
2025-05-01,SC01,CC03,MATL,Matéria-prima,83165.33,13064.8,6.3656
2025-05-01,SC01,CC03,LOGS,Logística,144744.23,22738.5,6.3656
2025-05-01,SC01,CC03,DEPR,Depreciação,140662.85,22097.34,6.3656
2025-05-01,SC01,CC03,OTHR,Outros,44312.82,6961.29,6.3656
2025-05-01,SC01,CC04,ELEC,Energia,57649.49,9056.41,6.3656
2025-05-01,SC01,CC04,GAS,Gás,143177.59,22492.39,6.3656
2025-05-01,SC01,CC04,WATR,Água,139573.45,21926.2,6.3656
2025-05-01,SC01,CC04,MNTC,Manutenção,169893.42,26689.3,6.3656
2025-05-01,SC01,CC04,LABR,Mão de obra,246036.98,38651.02,6.3656
2025-05-01,SC01,CC04,PACK,Embalagens,121960.15,19159.25,6.3656
2025-05-01,SC01,CC04,MATL,Matéria-prima,232104.85,36462.36,6.3656
2025-05-01,SC01,CC04,LOGS,Logística,276365.75,43415.5,6.3656
2025-05-01,SC01,CC04,DEPR,Depreciação,144706.64,22732.6,6.3656
2025-05-01,SC01,CC04,OTHR,Outros,50696.27,7964.1,6.3656
2025-05-01,SC01,CC05,ELEC,Energia,262396.82,41221.06,6.3656
2025-05-01,SC01,CC05,GAS,Gás,305134.74,47934.94,6.3656
2025-05-01,SC01,CC05,WATR,Água,51227.3,8047.52,6.3656
2025-05-01,SC01,CC05,MNTC,Manutenção,101296.19,15913.06,6.3656
2025-05-01,SC01,CC05,LABR,Mão de obra,75123.08,11801.41,6.3656
2025-05-01,SC01,CC05,PACK,Embalagens,313338.4,49223.69,6.3656
2025-05-01,SC01,CC05,MATL,Matéria-prima,118118.38,18555.73,6.3656
2025-05-01,SC01,CC05,LOGS,Logística,269145.08,42281.17,6.3656
2025-05-01,SC01,CC05,DEPR,Depreciação,139827.7,21966.14,6.3656
2025-05-01,SC01,CC05,OTHR,Outros,73467.25,11541.29,6.3656
2025-05-01,SC02,CC01,ELEC,Energia,225875.91,35483.83,6.3656
2025-05-01,SC02,CC01,GAS,Gás,174825.4,27464.08,6.3656
2025-05-01,SC02,CC01,WATR,Água,182769.94,28712.13,6.3656
2025-05-01,SC02,CC01,MNTC,Manutenção,49440.17,7766.77,6.3656
2025-05-01,SC02,CC01,LABR,Mão de obra,110466.08,17353.6,6.3656
2025-05-01,SC02,CC01,PACK,Embalagens,272184.91,42758.71,6.3656
2025-05-01,SC02,CC01,MATL,Matéria-prima,112575.65,17685.0,6.3656
2025-05-01,SC02,CC01,LOGS,Logística,183715.77,28860.71,6.3656
2025-05-01,SC02,CC01,DEPR,Depreciação,183724.24,28862.04,6.3656
2025-05-01,SC02,CC01,OTHR,Outros,140629.28,22092.06,6.3656
2025-05-01,SC02,CC02,ELEC,Energia,215340.12,33828.72,6.3656
2025-05-01,SC02,CC02,GAS,Gás,143440.14,22533.64,6.3656
2025-05-01,SC02,CC02,WATR,Água,73299.23,11514.9,6.3656
2025-05-01,SC02,CC02,MNTC,Manutenção,166268.8,26119.89,6.3656
2025-05-01,SC02,CC02,LABR,Mão de obra,273044.36,42893.73,6.3656
2025-05-01,SC02,CC02,PACK,Embalagens,211940.66,33294.68,6.3656
2025-05-01,SC02,CC02,MATL,Matéria-prima,118472.98,18611.44,6.3656
2025-05-01,SC02,CC02,LOGS,Logística,150392.21,23625.77,6.3656
2025-05-01,SC02,CC02,DEPR,Depreciação,60737.17,9541.47,6.3656
2025-05-01,SC02,CC02,OTHR,Outros,251268.01,39472.79,6.3656
2025-05-01,SC02,CC03,ELEC,Energia,112802.46,17720.63,6.3656
2025-05-01,SC02,CC03,GAS,Gás,142181.0,22335.83,6.3656
2025-05-01,SC02,CC03,WATR,Água,249316.92,39166.28,6.3656
2025-05-01,SC02,CC03,MNTC,Manutenção,259521.34,40769.34,6.3656
2025-05-01,SC02,CC03,LABR,Mão de obra,226089.45,35517.38,6.3656
2025-05-01,SC02,CC03,PACK,Embalagens,184325.2,28956.45,6.3656
2025-05-01,SC02,CC03,MATL,Matéria-prima,123708.44,19433.9,6.3656
2025-05-01,SC02,CC03,LOGS,Logística,147246.07,23131.53,6.3656
2025-05-01,SC02,CC03,DEPR,Depreciação,261453.21,41072.82,6.3656
2025-05-01,SC02,CC03,OTHR,Outros,90690.67,14246.99,6.3656
2025-05-01,SC02,CC04,ELEC,Energia,121740.13,19124.69,6.3656
2025-05-01,SC02,CC04,GAS,Gás,315810.23,49612.0,6.3656
2025-05-01,SC02,CC04,WATR,Água,129572.39,20355.09,6.3656
2025-05-01,SC02,CC04,MNTC,Manutenção,160492.12,25212.41,6.3656
2025-05-01,SC02,CC04,LABR,Mão de obra,140769.15,22114.04,6.3656
2025-05-01,SC02,CC04,PACK,Embalagens,224296.39,35235.7,6.3656
2025-05-01,SC02,CC04,MATL,Matéria-prima,338122.21,53117.09,6.3656
2025-05-01,SC02,CC04,LOGS,Logística,133310.11,20942.27,6.3656
2025-05-01,SC02,CC04,DEPR,Depreciação,171768.33,26983.83,6.3656
2025-05-01,SC02,CC04,OTHR,Outros,130540.71,20507.21,6.3656
2025-05-01,SC02,CC05,ELEC,Energia,177201.47,27837.35,6.3656
2025-05-01,SC02,CC05,GAS,Gás,139886.15,21975.32,6.3656
2025-05-01,SC02,CC05,WATR,Água,181488.54,28510.83,6.3656
2025-05-01,SC02,CC05,MNTC,Manutenção,65908.8,10353.9,6.3656
2025-05-01,SC02,CC05,LABR,Mão de obra,242410.21,38081.27,6.3656
2025-05-01,SC02,CC05,PACK,Embalagens,149990.94,23562.73,6.3656
2025-05-01,SC02,CC05,MATL,Matéria-prima,213715.45,33573.49,6.3656
2025-05-01,SC02,CC05,LOGS,Logística,282537.03,44384.97,6.3656
2025-05-01,SC02,CC05,DEPR,Depreciação,120315.3,18900.85,6.3656
2025-05-01,SC02,CC05,OTHR,Outros,131357.94,20635.59,6.3656
2025-05-01,SC03,CC01,ELEC,Energia,59678.49,9375.15,6.3656
