date,site_code,line_code,product_code,units_ok,units_rework,scrap_units,takt_time_s,oee
2025-05-09,SC01,L2,FRDG-A,304,1,3,45.42,0.776
2025-05-10,SC01,L2,FRDG-A,215,0,6,50.02,0.629
2025-05-11,SC01,L2,FRDG-A,175,1,4,56.37,0.68
2025-05-12,SC01,L2,FRDG-A,228,0,8,59.75,0.861
2025-05-13,SC01,L2,FRDG-A,247,0,4,37.1,0.877
2025-05-14,SC01,L2,FRDG-A,290,0,9,50.33,0.741
2025-05-15,SC01,L2,FRDG-A,290,4,3,22.19,0.81
2025-05-16,SC01,L2,FRDG-A,237,2,9,38.74,0.856
2025-05-17,SC01,L2,FRDG-A,176,1,4,34.91,0.664
2025-05-18,SC01,L2,FRDG-A,176,1,6,55.94,0.607
2025-05-19,SC01,L2,FRDG-A,220,1,4,52.68,0.769
2025-05-20,SC01,L2,FRDG-A,246,1,3,20.08,0.922
2025-05-21,SC01,L2,FRDG-A,352,4,4,56.41,0.779
2025-05-22,SC01,L2,FRDG-A,275,1,4,51.1,0.877
2025-05-23,SC01,L2,FRDG-A,268,1,2,20.04,0.828
2025-05-24,SC01,L2,FRDG-A,129,1,6,39.7,0.712
2025-05-25,SC01,L2,FRDG-A,178,0,10,23.04,0.701
2025-05-26,SC01,L2,FRDG-A,260,2,6,47.27,0.766
2025-05-27,SC01,L2,FRDG-A,298,2,4,55.41,0.83
2025-05-28,SC01,L2,FRDG-A,296,0,7,56.85,0.879
2025-05-29,SC01,L2,FRDG-A,301,1,1,55.63,0.738
2025-05-30,SC01,L2,FRDG-A,273,2,8,40.14,0.745
2025-05-31,SC01,L2,FRDG-A,194,0,9,33.84,0.658
2025-06-01,SC01,L2,FRDG-A,208,1,4,58.51,0.755
2025-06-02,SC01,L2,FRDG-A,282,4,6,52.3,0.626
2025-06-03,SC01,L2,FRDG-A,241,2,6,34.65,0.808
2025-06-04,SC01,L2,FRDG-A,270,0,10,48.92,0.8
2025-06-05,SC01,L2,FRDG-A,284,1,6,34.12,0.724
2025-06-06,SC01,L2,FRDG-A,295,0,4,32.31,0.764
2025-06-07,SC01,L2,FRDG-A,179,0,7,43.8,0.773
2025-06-08,SC01,L2,FRDG-A,210,1,7,35.77,0.708
2025-06-09,SC01,L2,FRDG-A,264,0,3,30.26,0.8
2025-06-10,SC01,L2,FRDG-A,275,3,5,55.26,0.825
2025-06-11,SC01,L2,FRDG-A,285,3,4,24.75,0.746
2025-06-12,SC01,L2,FRDG-A,226,1,10,32.82,0.829
2025-06-13,SC01,L2,FRDG-A,271,1,5,55.21,0.839
2025-06-14,SC01,L2,FRDG-A,184,1,3,29.27,0.764
2025-06-15,SC01,L2,FRDG-A,195,0,4,40.51,0.697
2025-06-16,SC01,L2,FRDG-A,254,1,8,29.56,0.865
2025-06-17,SC01,L2,FRDG-A,277,1,5,27.49,0.745
2025-06-18,SC01,L2,FRDG-A,280,2,1,46.89,0.844
2025-06-19,SC01,L2,FRDG-A,303,2,9,42.61,0.67
2025-06-20,SC01,L2,FRDG-A,269,2,7,28.4,0.871
2025-06-21,SC01,L2,FRDG-A,151,1,1,32.17,0.75
2025-06-22,SC01,L2,FRDG-A,198,0,5,47.21,0.69
2025-06-23,SC01,L2,FRDG-A,295,1,5,31.4,0.843
2025-06-24,SC01,L2,FRDG-A,223,0,7,47.68,0.887
2025-06-25,SC01,L2,FRDG-A,265,1,4,45.91,0.917
2025-06-26,SC01,L2,FRDG-A,344,0,2,55.53,0.819
2025-06-27,SC01,L2,FRDG-A,278,0,1,38.05,0.947
2025-06-28,SC01,L2,FRDG-A,164,2,3,41.47,0.618
2025-06-29,SC01,L2,FRDG-A,185,1,6,37.36,0.814
2025-06-30,SC01,L2,FRDG-A,267,0,3,26.35,0.752
2025-04-01,SC01,L2,FRDG-B,253,0,1,27.81,0.939
2025-04-02,SC01,L2,FRDG-B,237,0,3,28.52,0.836
2025-04-03,SC01,L2,FRDG-B,212,1,4,50.76,0.739
2025-04-04,SC01,L2,FRDG-B,248,1,4,46.45,0.773
2025-04-05,SC01,L2,FRDG-B,245,0,9,29.38,0.722
2025-04-06,SC01,L2,FRDG-B,200,3,8,38.58,0.772
2025-04-07,SC01,L2,FRDG-B,302,3,4,48.8,0.87
2025-04-08,SC01,L2,FRDG-B,267,2,6,28.54,0.86
2025-04-09,SC01,L2,FRDG-B,303,0,6,34.31,0.732
2025-04-10,SC01,L2,FRDG-B,242,0,9,22.79,0.694
2025-04-11,SC01,L2,FRDG-B,242,4,6,58.08,0.774
2025-04-12,SC01,L2,FRDG-B,194,2,8,46.93,0.747
2025-04-13,SC01,L2,FRDG-B,188,3,8,50.75,0.624
2025-04-14,SC01,L2,FRDG-B,314,1,5,52.17,0.923
2025-04-15,SC01,L2,FRDG-B,257,1,4,56.07,0.677
2025-04-16,SC01,L2,FRDG-B,244,0,7,58.11,0.834
2025-04-17,SC01,L2,FRDG-B,236,3,2,25.07,0.781
2025-04-18,SC01,L2,FRDG-B,309,0,5,57.64,0.795
2025-04-19,SC01,L2,FRDG-B,174,0,9,51.02,0.753
2025-04-20,SC01,L2,FRDG-B,169,2,4,29.21,0.703
2025-04-21,SC01,L2,FRDG-B,276,1,2,25.86,0.746
2025-04-22,SC01,L2,FRDG-B,265,2,6,52.63,0.871
2025-04-23,SC01,L2,FRDG-B,261,1,6,25.78,0.769
2025-04-24,SC01,L2,FRDG-B,270,1,7,31.17,0.707
2025-04-25,SC01,L2,FRDG-B,271,2,6,32.52,0.775
2025-04-26,SC01,L2,FRDG-B,169,1,3,31.64,0.76
2025-04-27,SC01,L2,FRDG-B,137,1,7,44.15,0.59
2025-04-28,SC01,L2,FRDG-B,257,1,8,50.73,0.853
2025-04-29,SC01,L2,FRDG-B,279,0,7,59.19,0.899
2025-04-30,SC01,L2,FRDG-B,304,1,5,48.14,0.753
2025-05-01,SC01,L2,FRDG-B,232,1,7,48.55,0.877
2025-05-02,SC01,L2,FRDG-B,244,1,9,20.32,0.829
2025-05-03,SC01,L2,FRDG-B,187,0,1,36.66,0.68
2025-05-04,SC01,L2,FRDG-B,134,2,2,32.18,0.747
2025-05-05,SC01,L2,FRDG-B,240,2,3,23.49,0.775
2025-05-06,SC01,L2,FRDG-B,289,0,1,32.88,0.874
2025-05-07,SC01,L2,FRDG-B,231,2,2,29.83,0.849
2025-05-08,SC01,L2,FRDG-B,260,1,10,37.93,0.754
2025-05-09,SC01,L2,FRDG-B,275,1,1,20.33,0.807
2025-05-10,SC01,L2,FRDG-B,146,1,11,29.84,0.689
2025-05-11,SC01,L2,FRDG-B,164,0,7,21.09,0.773
2025-05-12,SC01,L2,FRDG-B,296,2,4,40.58,0.807
2025-05-13,SC01,L2,FRDG-B,284,0,11,46.37,0.817
2025-05-14,SC01,L2,FRDG-B,260,2,6,32.17,0.826
2025-05-15,SC01,L2,FRDG-B,285,3,5,54.65,0.822
2025-05-16,SC01,L2,FRDG-B,297,1,8,36.73,0.812
2025-05-17,SC01,L2,FRDG-B,156,0,0,57.84,0.829
2025-05-18,SC01,L2,FRDG-B,183,2,5,46.92,0.77
2025-05-19,SC01,L2,FRDG-B,284,0,5,45.39,0.857
2025-05-20,SC01,L2,FRDG-B,298,1,7,49.37,0.745
2025-05-21,SC01,L2,FRDG-B,241,0,5,52.89,0.8
2025-05-22,SC01,L2,FRDG-B,231,0,6,26.62,0.793
2025-05-23,SC01,L2,FRDG-B,259,2,6,30.67,0.676
2025-05-24,SC01,L2,FRDG-B,148,1,5,50.02,0.684
2025-05-25,SC01,L2,FRDG-B,188,2,6,35.41,0.674
2025-05-26,SC01,L2,FRDG-B,296,2,6,40.32,0.809
2025-05-27,SC01,L2,FRDG-B,270,2,6,37.83,0.857
2025-05-28,SC01,L2,FRDG-B,264,3,4,55.77,0.876
2025-05-29,SC01,L2,FRDG-B,276,1,5,55.96,0.891
2025-05-30,SC01,L2,FRDG-B,264,2,5,30.85,0.701
2025-05-31,SC01,L2,FRDG-B,171,1,3,46.99,0.702
2025-06-01,SC01,L2,FRDG-B,187,1,3,34.26,0.725
2025-06-02,SC01,L2,FRDG-B,250,2,3,29.64,0.904
2025-06-03,SC01,L2,FRDG-B,247,1,3,56.48,0.904
2025-06-04,SC01,L2,FRDG-B,269,2,8,45.28,0.832
2025-06-05,SC01,L2,FRDG-B,236,0,7,23.21,0.871
2025-06-06,SC01,L2,FRDG-B,318,1,4,52.59,0.735
2025-06-07,SC01,L2,FRDG-B,199,1,5,25.5,0.834
2025-06-08,SC01,L2,FRDG-B,191,0,6,35.03,0.655
2025-06-09,SC01,L2,FRDG-B,262,0,4,33.22,0.823
2025-06-10,SC01,L2,FRDG-B,275,0,3,47.25,0.893
2025-06-11,SC01,L2,FRDG-B,281,2,7,21.14,0.857
2025-06-12,SC01,L2,FRDG-B,219,1,9,41.01,0.784
2025-06-13,SC01,L2,FRDG-B,242,0,2,56.59,0.982
2025-06-14,SC01,L2,FRDG-B,170,0,4,38.6,0.645
2025-06-15,SC01,L2,FRDG-B,149,0,4,43.4,0.785
2025-06-16,SC01,L2,FRDG-B,288,1,4,24.29,0.826
2025-06-17,SC01,L2,FRDG-B,284,0,7,38.48,0.882
2025-06-18,SC01,L2,FRDG-B,278,2,7,21.42,0.817
2025-06-19,SC01,L2,FRDG-B,222,0,8,45.38,0.843
2025-06-20,SC01,L2,FRDG-B,284,0,5,45.57,0.887
2025-06-21,SC01,L2,FRDG-B,179,0,7,33.73,0.65
2025-06-22,SC01,L2,FRDG-B,178,2,7,42.79,0.757
2025-06-23,SC01,L2,FRDG-B,272,1,5,44.94,0.697
2025-06-24,SC01,L2,FRDG-B,312,1,5,41.47,0.828
2025-06-25,SC01,L2,FRDG-B,290,0,12,23.66,0.747
2025-06-26,SC01,L2,FRDG-B,281,3,8,43.42,0.675
2025-06-27,SC01,L2,FRDG-B,254,1,5,31.95,0.738
2025-06-28,SC01,L2,FRDG-B,183,0,6,20.27,0.883
2025-06-29,SC01,L2,FRDG-B,213,0,4,28.39,0.623
2025-06-30,SC01,L2,FRDG-B,229,2,5,54.59,0.76
2025-04-01,SC01,L2,WASH-A,150,2,6,26.5,0.791
2025-04-02,SC01,L2,WASH-A,159,1,6,52.88,0.876
2025-04-03,SC01,L2,WASH-A,180,0,7,47.82,0.764
2025-04-04,SC01,L2,WASH-A,188,0,3,32.54,0.836
2025-04-05,SC01,L2,WASH-A,136,1,3,27.97,0.779
2025-04-06,SC01,L2,WASH-A,112,0,2,30.66,0.827
2025-04-07,SC01,L2,WASH-A,171,0,4,35.46,0.718
2025-04-08,SC01,L2,WASH-A,187,0,7,42.87,0.752
2025-04-09,SC01,L2,WASH-A,207,1,4,55.23,0.802
2025-04-10,SC01,L2,WASH-A,187,1,1,51.52,0.784
2025-04-11,SC01,L2,WASH-A,206,0,5,50.25,0.862
2025-04-12,SC01,L2,WASH-A,133,0,4,29.37,0.794
2025-04-13,SC01,L2,WASH-A,143,0,7,48.23,0.755
2025-04-14,SC01,L2,WASH-A,209,2,8,22.49,0.717
2025-04-15,SC01,L2,WASH-A,187,2,2,28.22,0.796
2025-04-16,SC01,L2,WASH-A,180,0,5,47.92,0.724
2025-04-17,SC01,L2,WASH-A,193,1,4,32.88,0.83
2025-04-18,SC01,L2,WASH-A,205,1,6,59.76,0.764
2025-04-19,SC01,L2,WASH-A,137,1,3,26.16,0.722
2025-04-20,SC01,L2,WASH-A,149,0,4,52.76,0.669
2025-04-21,SC01,L2,WASH-A,186,0,5,26.12,0.874
2025-04-22,SC01,L2,WASH-A,193,1,5,34.21,0.814
2025-04-23,SC01,L2,WASH-A,205,2,4,24.4,0.843
2025-04-24,SC01,L2,WASH-A,212,2,6,22.74,0.627
2025-04-25,SC01,L2,WASH-A,198,3,6,56.51,0.936
2025-04-26,SC01,L2,WASH-A,140,1,3,29.71,0.751
2025-04-27,SC01,L2,WASH-A,184,1,3,48.53,0.69
2025-04-28,SC01,L2,WASH-A,201,1,3,47.27,0.982
2025-04-29,SC01,L2,WASH-A,200,0,4,29.32,0.763
2025-04-30,SC01,L2,WASH-A,179,0,4,52.13,0.819
2025-05-01,SC01,L2,WASH-A,189,1,7,54.47,0.841
2025-05-02,SC01,L2,WASH-A,191,0,4,44.84,0.824
2025-05-03,SC01,L2,WASH-A,134,1,3,28.77,0.832
2025-05-04,SC01,L2,WASH-A,125,2,4,41.92,0.768
2025-05-05,SC01,L2,WASH-A,215,1,3,41.45,0.814
2025-05-06,SC01,L2,WASH-A,196,1,4,45.28,0.753
2025-05-07,SC01,L2,WASH-A,177,2,5,31.8,0.747
2025-05-08,SC01,L2,WASH-A,188,2,1,58.65,0.869
2025-05-09,SC01,L2,WASH-A,199,2,2,24.46,0.764
2025-05-10,SC01,L2,WASH-A,149,0,3,32.19,0.785
2025-05-11,SC01,L2,WASH-A,122,1,1,25.83,0.84
2025-05-12,SC01,L2,WASH-A,209,1,1,57.1,0.725
2025-05-13,SC01,L2,WASH-A,194,2,8,23.04,0.856
2025-05-14,SC01,L2,WASH-A,180,1,2,46.42,0.729
2025-05-15,SC01,L2,WASH-A,171,0,4,30.07,0.739
2025-05-16,SC01,L2,WASH-A,191,0,2,40.58,0.872
2025-05-17,SC01,L2,WASH-A,135,1,2,51.17,0.632
2025-05-18,SC01,L2,WASH-A,139,0,5,42.73,0.805
2025-05-19,SC01,L2,WASH-A,219,1,5,24.29,0.753
2025-05-20,SC01,L2,WASH-A,180,2,4,24.76,0.901
2025-05-21,SC01,L2,WASH-A,183,0,4,28.86,0.811
2025-05-22,SC01,L2,WASH-A,195,2,1,34.97,0.831
2025-05-23,SC01,L2,WASH-A,189,1,3,31.57,0.9
2025-05-24,SC01,L2,WASH-A,121,1,3,45.32,0.752
2025-05-25,SC01,L2,WASH-A,122,0,2,35.52,0.705
2025-05-26,SC01,L2,WASH-A,203,0,4,43.25,0.956
2025-05-27,SC01,L2,WASH-A,204,1,2,59.35,0.963
2025-05-28,SC01,L2,WASH-A,184,2,2,20.74,0.707
2025-05-29,SC01,L2,WASH-A,212,1,5,50.62,0.713
2025-05-30,SC01,L2,WASH-A,209,1,5,51.08,0.89
2025-05-31,SC01,L2,WASH-A,123,1,3,49.23,0.76
2025-06-01,SC01,L2,WASH-A,158,1,4,27.08,0.78
2025-06-02,SC01,L2,WASH-A,197,2,3,52.49,0.842
2025-06-03,SC01,L2,WASH-A,203,1,3,35.37,0.702
2025-06-04,SC01,L2,WASH-A,175,1,6,23.28,0.866
2025-06-05,SC01,L2,WASH-A,211,1,2,40.91,0.871
2025-06-06,SC01,L2,WASH-A,200,1,7,52.24,0.742
2025-06-07,SC01,L2,WASH-A,125,2,7,54.88,0.713
2025-06-08,SC01,L2,WASH-A,137,1,2,45.85,0.756
2025-06-09,SC01,L2,WASH-A,203,1,2,39.85,0.819
2025-06-10,SC01,L2,WASH-A,175,0,5,27.74,0.822
2025-06-11,SC01,L2,WASH-A,170,2,4,30.52,0.769
2025-06-12,SC01,L2,WASH-A,226,0,7,28.02,0.773
2025-06-13,SC01,L2,WASH-A,199,1,4,36.43,0.81
2025-06-14,SC01,L2,WASH-A,135,1,2,45.57,0.835
2025-06-15,SC01,L2,WASH-A,137,0,2,45.49,0.726
2025-06-16,SC01,L2,WASH-A,173,0,6,36.74,0.805
2025-06-17,SC01,L2,WASH-A,215,1,0,53.26,0.812
2025-06-18,SC01,L2,WASH-A,180,0,5,21.29,0.649
2025-06-19,SC01,L2,WASH-A,204,3,6,42.97,0.788
2025-06-20,SC01,L2,WASH-A,194,1,3,50.74,0.905
2025-06-21,SC01,L2,WASH-A,122,2,5,59.11,0.707
2025-06-22,SC01,L2,WASH-A,83,0,5,53.3,0.65
2025-06-23,SC01,L2,WASH-A,182,2,3,23.66,0.786
2025-06-24,SC01,L2,WASH-A,213,1,2,41.38,0.878
2025-06-25,SC01,L2,WASH-A,152,1,4,36.94,0.846
2025-06-26,SC01,L2,WASH-A,224,3,7,34.99,0.719
2025-06-27,SC01,L2,WASH-A,208,1,7,39.73,0.811
2025-06-28,SC01,L2,WASH-A,105,1,4,56.45,0.696
2025-06-29,SC01,L2,WASH-A,151,0,5,37.92,0.707
2025-06-30,SC01,L2,WASH-A,148,0,3,34.78,0.936
2025-04-01,SC01,L2,WASH-B,264,3,8,31.24,0.797
2025-04-02,SC01,L2,WASH-B,338,1,7,25.94,0.928
2025-04-03,SC01,L2,WASH-B,296,3,9,45.73,0.811
2025-04-04,SC01,L2,WASH-B,289,3,6,31.16,0.743
2025-04-05,SC01,L2,WASH-B,217,0,9,44.98,0.65
2025-04-06,SC01,L2,WASH-B,182,1,7,48.66,0.814
2025-04-07,SC01,L2,WASH-B,274,1,3,31.73,0.753
2025-04-08,SC01,L2,WASH-B,295,0,6,32.15,0.726
2025-04-09,SC01,L2,WASH-B,290,2,9,22.28,0.799
2025-04-10,SC01,L2,WASH-B,325,3,7,41.95,0.754
2025-04-11,SC01,L2,WASH-B,303,1,5,24.82,0.83
2025-04-12,SC01,L2,WASH-B,172,1,8,43.7,0.692
2025-04-13,SC01,L2,WASH-B,235,0,6,43.93,0.632
2025-04-14,SC01,L2,WASH-B,362,3,6,57.1,0.681
2025-04-15,SC01,L2,WASH-B,300,4,1,41.24,0.868
2025-04-16,SC01,L2,WASH-B,367,1,6,40.99,0.838
2025-04-17,SC01,L2,WASH-B,351,1,6,29.89,0.777
2025-04-18,SC01,L2,WASH-B,285,1,4,38.56,0.727
2025-04-19,SC01,L2,WASH-B,216,0,5,37.51,0.722
2025-04-20,SC01,L2,WASH-B,281,2,2,47.7,0.818
2025-04-21,SC01,L2,WASH-B,266,1,10,50.06,0.745
2025-04-22,SC01,L2,WASH-B,344,2,7,28.79,0.676
2025-04-23,SC01,L2,WASH-B,310,0,10,48.64,0.932
2025-04-24,SC01,L2,WASH-B,284,1,10,22.74,0.922
2025-04-25,SC01,L2,WASH-B,354,1,6,21.85,0.744
2025-04-26,SC01,L2,WASH-B,193,0,4,21.54,0.633
2025-04-27,SC01,L2,WASH-B,194,0,7,48.56,0.68
2025-04-28,SC01,L2,WASH-B,271,2,5,42.49,0.901
2025-04-29,SC01,L2,WASH-B,379,0,4,46.6,0.763
2025-04-30,SC01,L2,WASH-B,317,2,5,32.78,0.941
2025-05-01,SC01,L2,WASH-B,352,3,8,49.78,0.791
2025-05-02,SC01,L2,WASH-B,290,2,3,49.96,0.803
2025-05-03,SC01,L2,WASH-B,193,0,7,26.8,0.719
2025-05-04,SC01,L2,WASH-B,280,3,7,21.73,0.736
2025-05-05,SC01,L2,WASH-B,272,2,6,38.14,0.803
2025-05-06,SC01,L2,WASH-B,309,3,8,47.87,0.836
2025-05-07,SC01,L2,WASH-B,342,3,12,29.9,0.952
2025-05-08,SC01,L2,WASH-B,328,2,8,24.63,0.82
2025-05-09,SC01,L2,WASH-B,331,1,3,40.83,0.851
2025-05-10,SC01,L2,WASH-B,272,1,6,22.8,0.624
2025-05-11,SC01,L2,WASH-B,172,2,3,35.4,0.684
2025-05-12,SC01,L2,WASH-B,300,2,5,35.96,0.744
2025-05-13,SC01,L2,WASH-B,303,1,5,54.83,0.82
2025-05-14,SC01,L2,WASH-B,350,4,7,30.24,0.947
2025-05-15,SC01,L2,WASH-B,292,1,7,29.19,0.928
2025-05-16,SC01,L2,WASH-B,275,2,8,47.92,0.798
2025-05-17,SC01,L2,WASH-B,204,0,15,48.23,0.705
2025-05-18,SC01,L2,WASH-B,190,0,4,59.2,0.783
2025-05-19,SC01,L2,WASH-B,313,2,4,49.08,0.81
2025-05-20,SC01,L2,WASH-B,337,3,10,58.77,0.731
2025-05-21,SC01,L2,WASH-B,285,2,5,30.38,0.785
2025-05-22,SC01,L2,WASH-B,334,3,3,59.95,0.729
2025-05-23,SC01,L2,WASH-B,368,2,6,54.85,1.0
2025-05-24,SC01,L2,WASH-B,269,1,7,52.29,0.675
2025-05-25,SC01,L2,WASH-B,236,1,1,49.95,0.766
2025-05-26,SC01,L2,WASH-B,332,0,6,53.62,0.835
2025-05-27,SC01,L2,WASH-B,307,2,8,34.85,0.888
2025-05-28,SC01,L2,WASH-B,314,0,9,42.44,0.797
2025-05-29,SC01,L2,WASH-B,300,3,8,25.65,0.683
2025-05-30,SC01,L2,WASH-B,267,0,9,43.88,0.804
2025-05-31,SC01,L2,WASH-B,232,0,1,55.99,0.702
2025-06-01,SC01,L2,WASH-B,272,2,6,31.69,0.677
2025-06-02,SC01,L2,WASH-B,242,1,8,58.59,0.733
2025-06-03,SC01,L2,WASH-B,304,2,7,53.12,0.838
2025-06-04,SC01,L2,WASH-B,310,1,10,57.85,0.779
2025-06-05,SC01,L2,WASH-B,317,2,11,37.56,0.748
2025-06-06,SC01,L2,WASH-B,307,3,9,36.87,0.733
2025-06-07,SC01,L2,WASH-B,206,0,8,59.13,0.755
2025-06-08,SC01,L2,WASH-B,273,3,9,37.36,0.656
2025-06-09,SC01,L2,WASH-B,287,2,7,32.27,0.873
2025-06-10,SC01,L2,WASH-B,288,0,6,38.45,0.671
2025-06-11,SC01,L2,WASH-B,261,0,5,54.06,0.794
2025-06-12,SC01,L2,WASH-B,348,2,6,32.8,0.841
2025-06-13,SC01,L2,WASH-B,341,5,2,20.64,0.982
2025-06-14,SC01,L2,WASH-B,199,0,7,57.22,0.612
2025-06-15,SC01,L2,WASH-B,172,0,5,55.23,0.83
2025-06-16,SC01,L2,WASH-B,312,1,13,42.02,0.802
2025-06-17,SC01,L2,WASH-B,318,1,9,40.37,0.769
2025-06-18,SC01,L2,WASH-B,357,3,6,36.42,0.698
2025-06-19,SC01,L2,WASH-B,363,2,7,37.56,0.912
2025-06-20,SC01,L2,WASH-B,309,0,6,33.45,0.823
2025-06-21,SC01,L2,WASH-B,174,2,9,47.11,0.841
2025-06-22,SC01,L2,WASH-B,188,2,6,43.71,0.705
2025-06-23,SC01,L2,WASH-B,308,0,11,47.72,0.786
2025-06-24,SC01,L2,WASH-B,296,2,4,50.4,0.761
2025-06-25,SC01,L2,WASH-B,317,3,8,37.66,0.844
2025-06-26,SC01,L2,WASH-B,340,1,2,38.72,0.908
2025-06-27,SC01,L2,WASH-B,350,2,6,21.2,0.775
2025-06-28,SC01,L2,WASH-B,240,3,3,44.47,0.799
2025-06-29,SC01,L2,WASH-B,232,2,5,42.14,0.737
2025-06-30,SC01,L2,WASH-B,330,0,10,52.13,0.75
2025-04-01,SC01,L3,FRDG-A,219,0,1,58.35,0.811
2025-04-02,SC01,L3,FRDG-A,261,3,9,49.14,0.824
2025-04-03,SC01,L3,FRDG-A,255,1,1,32.3,0.799
2025-04-04,SC01,L3,FRDG-A,285,2,5,36.05,0.769
2025-04-05,SC01,L3,FRDG-A,199,1,8,36.68,0.749
2025-04-06,SC01,L3,FRDG-A,162,2,5,43.75,0.741
2025-04-07,SC01,L3,FRDG-A,285,1,8,20.07,0.956
2025-04-08,SC01,L3,FRDG-A,294,1,5,29.85,0.803
2025-04-09,SC01,L3,FRDG-A,216,1,5,22.12,0.831
2025-04-10,SC01,L3,FRDG-A,252,0,6,45.03,0.824
2025-04-11,SC01,L3,FRDG-A,281,2,3,51.46,0.814
2025-04-12,SC01,L3,FRDG-A,171,1,5,48.75,0.787
2025-04-13,SC01,L3,FRDG-A,169,1,4,23.68,0.782
2025-04-14,SC01,L3,FRDG-A,242,2,4,37.91,0.835
2025-04-15,SC01,L3,FRDG-A,225,1,1,44.07,0.861
2025-04-16,SC01,L3,FRDG-A,242,0,3,38.5,0.943
2025-04-17,SC01,L3,FRDG-A,245,0,4,31.54,0.823
2025-04-18,SC01,L3,FRDG-A,221,1,4,24.01,0.81
2025-04-19,SC01,L3,FRDG-A,199,2,2,50.67,0.745
2025-04-20,SC01,L3,FRDG-A,182,0,5,52.67,0.564
2025-04-21,SC01,L3,FRDG-A,223,1,2,53.54,0.789
2025-04-22,SC01,L3,FRDG-A,262,1,5,33.54,0.714
2025-04-23,SC01,L3,FRDG-A,245,1,3,56.94,0.878
2025-04-24,SC01,L3,FRDG-A,226,1,5,35.05,0.876
2025-04-25,SC01,L3,FRDG-A,251,1,3,23.71,0.784
2025-04-26,SC01,L3,FRDG-A,197,2,3,41.27,0.677
2025-04-27,SC01,L3,FRDG-A,145,1,6,50.04,0.785
2025-04-28,SC01,L3,FRDG-A,225,1,5,43.53,0.742
2025-04-29,SC01,L3,FRDG-A,251,0,8,49.45,0.771
2025-04-30,SC01,L3,FRDG-A,231,0,4,24.52,0.74
2025-05-01,SC01,L3,FRDG-A,264,0,3,46.7,0.849
2025-05-02,SC01,L3,FRDG-A,282,0,1,50.27,0.766
2025-05-03,SC01,L3,FRDG-A,163,1,5,31.17,0.778
2025-05-04,SC01,L3,FRDG-A,180,0,4,50.13,0.793
2025-05-05,SC01,L3,FRDG-A,282,1,5,46.03,0.857
2025-05-06,SC01,L3,FRDG-A,271,1,6,52.86,0.749
2025-05-07,SC01,L3,FRDG-A,213,0,5,27.53,0.79
2025-05-08,SC01,L3,FRDG-A,248,0,6,32.23,0.782
2025-05-09,SC01,L3,FRDG-A,249,1,8,46.25,0.838
2025-05-10,SC01,L3,FRDG-A,195,0,6,45.67,0.677
2025-05-11,SC01,L3,FRDG-A,180,2,5,23.78,0.705
2025-05-12,SC01,L3,FRDG-A,246,0,8,39.54,0.858
2025-05-13,SC01,L3,FRDG-A,264,2,6,38.89,0.837
2025-05-14,SC01,L3,FRDG-A,260,0,4,52.57,0.83
2025-05-15,SC01,L3,FRDG-A,266,0,12,56.66,0.757
2025-05-16,SC01,L3,FRDG-A,251,0,4,27.18,0.827
2025-05-17,SC01,L3,FRDG-A,197,2,5,56.28,0.687
2025-05-18,SC01,L3,FRDG-A,186,1,8,28.37,0.778
2025-05-19,SC01,L3,FRDG-A,249,1,9,57.07,0.803
2025-05-20,SC01,L3,FRDG-A,253,2,7,46.29,0.934
2025-05-21,SC01,L3,FRDG-A,224,1,5,28.06,0.872
2025-05-22,SC01,L3,FRDG-A,236,0,5,50.84,0.723
2025-05-23,SC01,L3,FRDG-A,204,0,4,35.63,0.861
2025-05-24,SC01,L3,FRDG-A,159,0,2,47.28,0.606
2025-05-25,SC01,L3,FRDG-A,138,1,14,49.83,0.522
2025-05-26,SC01,L3,FRDG-A,295,1,3,50.86,0.908
2025-05-27,SC01,L3,FRDG-A,269,0,4,48.95,0.784
2025-05-28,SC01,L3,FRDG-A,284,1,7,47.54,0.935
2025-05-29,SC01,L3,FRDG-A,286,0,3,45.57,0.752
2025-05-30,SC01,L3,FRDG-A,266,1,4,32.56,0.823
2025-05-31,SC01,L3,FRDG-A,136,1,4,47.36,0.6
2025-06-01,SC01,L3,FRDG-A,188,2,11,33.0,0.738
2025-06-02,SC01,L3,FRDG-A,199,1,5,32.75,0.748
2025-06-03,SC01,L3,FRDG-A,271,2,5,50.26,0.995
2025-06-04,SC01,L3,FRDG-A,186,1,4,23.49,0.856
2025-06-05,SC01,L3,FRDG-A,284,0,4,48.72,0.852
2025-06-06,SC01,L3,FRDG-A,223,2,4,32.08,0.755
2025-06-07,SC01,L3,FRDG-A,210,0,3,52.89,0.69
2025-06-08,SC01,L3,FRDG-A,171,0,3,29.33,0.71
2025-06-09,SC01,L3,FRDG-A,214,2,6,39.28,0.769
2025-06-10,SC01,L3,FRDG-A,227,0,3,53.22,0.978
2025-06-11,SC01,L3,FRDG-A,243,2,6,52.21,0.837
2025-06-12,SC01,L3,FRDG-A,271,2,4,58.76,0.832
2025-06-13,SC01,L3,FRDG-A,257,0,5,57.76,0.844
2025-06-14,SC01,L3,FRDG-A,202,0,5,28.03,0.797
2025-06-15,SC01,L3,FRDG-A,148,1,5,28.48,0.72
2025-06-16,SC01,L3,FRDG-A,260,0,4,39.69,0.722
2025-06-17,SC01,L3,FRDG-A,243,3,7,46.33,0.795
