date,site_code,line_code,product_code,units_ok,units_rework,scrap_units,takt_time_s,oee
2025-08-04,SC01,L2,FRDG-A,245,2,4,27.31,0.719
2025-08-05,SC01,L2,FRDG-A,290,1,4,43.56,0.693
2025-08-06,SC01,L2,FRDG-A,273,0,4,38.76,0.823
2025-08-07,SC01,L2,FRDG-A,267,1,3,41.47,0.796
2025-08-08,SC01,L2,FRDG-A,249,0,7,44.66,0.804
2025-08-09,SC01,L2,FRDG-A,173,0,8,52.1,0.775
2025-08-10,SC01,L2,FRDG-A,190,1,10,46.72,0.585
2025-08-11,SC01,L2,FRDG-A,248,2,7,27.42,0.852
2025-08-12,SC01,L2,FRDG-A,324,0,7,32.86,0.742
2025-08-13,SC01,L2,FRDG-A,270,2,2,59.77,0.807
2025-08-14,SC01,L2,FRDG-A,278,1,5,48.96,0.743
2025-08-15,SC01,L2,FRDG-A,276,3,6,43.05,0.761
2025-08-16,SC01,L2,FRDG-A,176,2,11,45.87,0.582
2025-08-17,SC01,L2,FRDG-A,164,1,0,58.99,0.735
2025-08-18,SC01,L2,FRDG-A,273,3,8,53.65,0.777
2025-08-19,SC01,L2,FRDG-A,281,1,2,32.59,0.864
2025-08-20,SC01,L2,FRDG-A,251,1,2,24.73,0.782
2025-08-21,SC01,L2,FRDG-A,272,2,9,29.21,0.664
2025-08-22,SC01,L2,FRDG-A,297,1,3,26.78,0.775
2025-08-23,SC01,L2,FRDG-A,215,2,3,43.93,0.747
2025-08-24,SC01,L2,FRDG-A,174,0,4,52.27,0.696
2025-08-25,SC01,L2,FRDG-A,299,0,2,25.75,0.849
2025-08-26,SC01,L2,FRDG-A,267,0,6,29.28,0.794
2025-08-27,SC01,L2,FRDG-A,277,0,4,28.82,0.764
2025-08-28,SC01,L2,FRDG-A,312,1,4,35.4,0.95
2025-08-29,SC01,L2,FRDG-A,301,0,6,29.49,0.749
2025-08-30,SC01,L2,FRDG-A,192,1,6,26.88,0.613
2025-08-31,SC01,L2,FRDG-A,164,0,5,29.16,0.777
2025-09-01,SC01,L2,FRDG-A,328,3,9,38.82,0.751
2025-09-02,SC01,L2,FRDG-A,234,2,7,39.41,0.77
2025-09-03,SC01,L2,FRDG-A,291,1,7,25.24,0.649
2025-09-04,SC01,L2,FRDG-A,245,0,2,20.27,0.897
2025-09-05,SC01,L2,FRDG-A,277,2,5,46.4,0.885
2025-09-06,SC01,L2,FRDG-A,204,1,6,48.17,0.596
2025-09-07,SC01,L2,FRDG-A,153,1,8,36.5,0.78
2025-09-08,SC01,L2,FRDG-A,280,0,5,30.25,0.758
2025-09-09,SC01,L2,FRDG-A,251,1,4,23.9,0.837
2025-09-10,SC01,L2,FRDG-A,266,0,12,27.76,0.77
2025-09-11,SC01,L2,FRDG-A,256,0,7,57.95,0.831
2025-09-12,SC01,L2,FRDG-A,273,0,7,24.53,0.776
2025-09-13,SC01,L2,FRDG-A,210,1,11,51.28,0.773
2025-09-14,SC01,L2,FRDG-A,226,1,3,53.05,0.645
2025-09-15,SC01,L2,FRDG-A,272,2,2,33.64,0.697
2025-09-16,SC01,L2,FRDG-A,251,2,3,57.86,0.77
2025-09-17,SC01,L2,FRDG-A,247,0,8,50.4,0.831
2025-09-18,SC01,L2,FRDG-A,281,0,5,28.75,0.816
2025-09-19,SC01,L2,FRDG-A,277,2,1,55.01,0.869
2025-09-20,SC01,L2,FRDG-A,191,0,4,37.71,0.74
2025-09-21,SC01,L2,FRDG-A,167,0,6,34.45,0.717
2025-09-22,SC01,L2,FRDG-A,247,3,3,26.7,0.795
2025-09-23,SC01,L2,FRDG-A,231,1,8,32.58,0.789
2025-09-24,SC01,L2,FRDG-A,242,0,5,46.11,0.672
2025-09-25,SC01,L2,FRDG-A,294,0,1,30.67,0.952
2025-09-26,SC01,L2,FRDG-A,293,0,6,24.83,0.898
2025-09-27,SC01,L2,FRDG-A,211,1,3,39.57,0.875
2025-09-28,SC01,L2,FRDG-A,225,0,7,57.63,0.695
2025-09-29,SC01,L2,FRDG-A,323,2,4,46.93,0.882
2025-09-30,SC01,L2,FRDG-A,274,1,9,51.93,0.751
2025-07-01,SC01,L2,FRDG-B,293,1,8,32.59,0.841
2025-07-02,SC01,L2,FRDG-B,265,0,7,20.75,0.929
2025-07-03,SC01,L2,FRDG-B,276,1,6,23.43,0.951
2025-07-04,SC01,L2,FRDG-B,258,2,6,37.31,0.76
2025-07-05,SC01,L2,FRDG-B,162,1,5,49.93,0.798
2025-07-06,SC01,L2,FRDG-B,144,2,8,55.72,0.677
2025-07-07,SC01,L2,FRDG-B,316,0,8,36.09,0.742
2025-07-08,SC01,L2,FRDG-B,217,1,4,44.68,0.795
2025-07-09,SC01,L2,FRDG-B,253,1,9,42.18,0.911
2025-07-10,SC01,L2,FRDG-B,275,1,4,31.72,0.646
2025-07-11,SC01,L2,FRDG-B,264,2,7,20.61,0.719
2025-07-12,SC01,L2,FRDG-B,212,2,7,56.2,0.538
2025-07-13,SC01,L2,FRDG-B,207,0,7,56.68,0.742
2025-07-14,SC01,L2,FRDG-B,253,3,5,37.82,0.897
2025-07-15,SC01,L2,FRDG-B,330,2,7,49.0,0.769
2025-07-16,SC01,L2,FRDG-B,277,2,5,24.21,0.964
2025-07-17,SC01,L2,FRDG-B,298,3,7,37.55,0.796
2025-07-18,SC01,L2,FRDG-B,239,0,7,29.55,0.798
2025-07-19,SC01,L2,FRDG-B,213,0,1,22.95,0.757
2025-07-20,SC01,L2,FRDG-B,185,0,0,43.34,0.756
2025-07-21,SC01,L2,FRDG-B,295,1,6,45.72,0.775
2025-07-22,SC01,L2,FRDG-B,233,1,10,56.01,0.735
2025-07-23,SC01,L2,FRDG-B,275,2,6,21.64,0.872
2025-07-24,SC01,L2,FRDG-B,281,3,4,32.05,0.874
2025-07-25,SC01,L2,FRDG-B,316,2,2,44.21,0.92
2025-07-26,SC01,L2,FRDG-B,185,0,5,26.78,0.769
2025-07-27,SC01,L2,FRDG-B,206,1,3,59.71,0.719
2025-07-28,SC01,L2,FRDG-B,232,3,7,30.87,0.805
2025-07-29,SC01,L2,FRDG-B,291,3,3,33.11,0.93
2025-07-30,SC01,L2,FRDG-B,251,0,11,55.43,0.694
2025-07-31,SC01,L2,FRDG-B,281,1,4,36.95,0.934
2025-08-01,SC01,L2,FRDG-B,266,3,3,31.04,0.778
2025-08-02,SC01,L2,FRDG-B,123,0,7,56.12,0.772
2025-08-03,SC01,L2,FRDG-B,199,1,7,55.89,0.696
2025-08-04,SC01,L2,FRDG-B,292,2,8,21.73,0.776
2025-08-05,SC01,L2,FRDG-B,257,1,5,58.5,0.859
2025-08-06,SC01,L2,FRDG-B,234,1,6,28.06,0.811
2025-08-07,SC01,L2,FRDG-B,249,0,7,52.39,0.896
2025-08-08,SC01,L2,FRDG-B,294,2,4,29.72,0.837
2025-08-09,SC01,L2,FRDG-B,187,3,5,30.19,0.702
2025-08-10,SC01,L2,FRDG-B,156,0,5,35.94,0.784
2025-08-11,SC01,L2,FRDG-B,301,3,5,40.99,0.836
2025-08-12,SC01,L2,FRDG-B,297,2,4,32.41,0.718
2025-08-13,SC01,L2,FRDG-B,234,0,4,26.01,0.91
2025-08-14,SC01,L2,FRDG-B,224,1,7,42.31,0.797
2025-08-15,SC01,L2,FRDG-B,247,0,4,30.92,0.946
2025-08-16,SC01,L2,FRDG-B,175,1,3,41.34,0.615
2025-08-17,SC01,L2,FRDG-B,179,4,7,24.64,0.802
2025-08-18,SC01,L2,FRDG-B,256,2,7,32.14,0.852
2025-08-19,SC01,L2,FRDG-B,259,2,6,30.27,0.658
2025-08-20,SC01,L2,FRDG-B,220,2,6,50.52,0.74
2025-08-21,SC01,L2,FRDG-B,268,0,7,32.82,0.84
2025-08-22,SC01,L2,FRDG-B,290,2,1,53.99,0.787
2025-08-23,SC01,L2,FRDG-B,199,2,11,33.56,0.815
2025-08-24,SC01,L2,FRDG-B,219,1,4,57.08,0.716
2025-08-25,SC01,L2,FRDG-B,251,2,6,29.91,0.724
2025-08-26,SC01,L2,FRDG-B,314,3,5,38.31,0.878
2025-08-27,SC01,L2,FRDG-B,225,0,8,31.36,0.855
2025-08-28,SC01,L2,FRDG-B,268,1,5,35.81,0.865
2025-08-29,SC01,L2,FRDG-B,236,1,4,50.14,0.856
2025-08-30,SC01,L2,FRDG-B,189,1,4,44.32,0.688
2025-08-31,SC01,L2,FRDG-B,157,0,5,46.78,0.691
2025-09-01,SC01,L2,FRDG-B,304,3,10,40.01,0.787
2025-09-02,SC01,L2,FRDG-B,306,0,8,44.68,0.83
2025-09-03,SC01,L2,FRDG-B,309,1,4,49.39,0.772
2025-09-04,SC01,L2,FRDG-B,296,0,7,34.55,0.766
2025-09-05,SC01,L2,FRDG-B,242,2,7,41.51,0.933
2025-09-06,SC01,L2,FRDG-B,197,2,4,57.27,0.757
2025-09-07,SC01,L2,FRDG-B,187,1,7,54.44,0.607
2025-09-08,SC01,L2,FRDG-B,286,3,8,33.62,0.847
2025-09-09,SC01,L2,FRDG-B,311,0,4,59.41,0.726
2025-09-10,SC01,L2,FRDG-B,271,3,5,37.27,0.801
2025-09-11,SC01,L2,FRDG-B,255,4,4,26.87,0.737
2025-09-12,SC01,L2,FRDG-B,265,1,3,56.05,0.842
2025-09-13,SC01,L2,FRDG-B,165,1,8,35.55,0.637
2025-09-14,SC01,L2,FRDG-B,214,2,6,28.52,0.739
2025-09-15,SC01,L2,FRDG-B,266,2,6,28.38,0.845
2025-09-16,SC01,L2,FRDG-B,229,0,2,21.36,1.0
2025-09-17,SC01,L2,FRDG-B,243,0,4,53.33,0.793
2025-09-18,SC01,L2,FRDG-B,312,1,2,25.82,0.801
2025-09-19,SC01,L2,FRDG-B,240,2,2,48.91,0.855
2025-09-20,SC01,L2,FRDG-B,153,1,2,48.05,0.812
2025-09-21,SC01,L2,FRDG-B,211,0,8,45.82,0.677
2025-09-22,SC01,L2,FRDG-B,291,0,4,36.98,0.763
2025-09-23,SC01,L2,FRDG-B,278,2,5,58.64,0.751
2025-09-24,SC01,L2,FRDG-B,271,1,6,25.28,0.853
2025-09-25,SC01,L2,FRDG-B,213,0,4,55.44,0.808
2025-09-26,SC01,L2,FRDG-B,263,2,7,48.7,0.838
2025-09-27,SC01,L2,FRDG-B,179,0,4,52.31,0.804
2025-09-28,SC01,L2,FRDG-B,178,1,8,31.22,0.802
2025-09-29,SC01,L2,FRDG-B,237,0,4,31.9,0.739
2025-09-30,SC01,L2,FRDG-B,268,1,7,52.12,0.767
2025-07-01,SC01,L2,WASH-A,200,0,3,20.92,0.959
2025-07-02,SC01,L2,WASH-A,228,0,4,42.06,0.834
2025-07-03,SC01,L2,WASH-A,194,0,4,33.55,0.84
2025-07-04,SC01,L2,WASH-A,192,1,5,30.69,0.822
2025-07-05,SC01,L2,WASH-A,108,0,2,29.75,0.724
2025-07-06,SC01,L2,WASH-A,112,1,5,44.99,0.633
2025-07-07,SC01,L2,WASH-A,223,2,5,50.91,0.832
2025-07-08,SC01,L2,WASH-A,189,0,5,27.93,0.745
2025-07-09,SC01,L2,WASH-A,162,1,3,58.99,0.77
2025-07-10,SC01,L2,WASH-A,206,1,2,34.2,0.804
2025-07-11,SC01,L2,WASH-A,170,1,7,39.49,0.846
2025-07-12,SC01,L2,WASH-A,156,0,0,40.64,0.907
2025-07-13,SC01,L2,WASH-A,122,0,2,33.41,0.748
2025-07-14,SC01,L2,WASH-A,205,2,4,41.9,0.837
2025-07-15,SC01,L2,WASH-A,239,1,3,55.86,0.756
2025-07-16,SC01,L2,WASH-A,150,0,5,23.25,0.788
2025-07-17,SC01,L2,WASH-A,232,2,3,23.89,0.714
2025-07-18,SC01,L2,WASH-A,218,2,1,23.96,0.827
2025-07-19,SC01,L2,WASH-A,161,0,4,27.0,0.734
2025-07-20,SC01,L2,WASH-A,144,1,1,55.36,0.723
2025-07-21,SC01,L2,WASH-A,165,0,6,31.94,0.731
2025-07-22,SC01,L2,WASH-A,197,0,2,32.87,1.0
2025-07-23,SC01,L2,WASH-A,203,0,2,40.36,0.802
2025-07-24,SC01,L2,WASH-A,174,1,5,56.48,0.832
2025-07-25,SC01,L2,WASH-A,178,0,5,20.52,0.744
2025-07-26,SC01,L2,WASH-A,192,0,4,27.04,0.63
2025-07-27,SC01,L2,WASH-A,159,0,4,47.6,0.713
2025-07-28,SC01,L2,WASH-A,169,1,3,47.76,0.861
2025-07-29,SC01,L2,WASH-A,181,2,2,40.95,0.809
2025-07-30,SC01,L2,WASH-A,204,2,3,43.56,0.886
2025-07-31,SC01,L2,WASH-A,194,0,4,53.67,0.882
2025-08-01,SC01,L2,WASH-A,195,2,5,52.08,0.779
2025-08-02,SC01,L2,WASH-A,107,0,3,53.12,0.687
2025-08-03,SC01,L2,WASH-A,150,1,5,51.79,0.677
2025-08-04,SC01,L2,WASH-A,208,1,7,47.13,0.919
2025-08-05,SC01,L2,WASH-A,159,1,2,46.27,0.946
2025-08-06,SC01,L2,WASH-A,157,2,4,52.1,0.85
2025-08-07,SC01,L2,WASH-A,173,1,4,34.25,0.768
2025-08-08,SC01,L2,WASH-A,194,0,5,35.21,0.89
2025-08-09,SC01,L2,WASH-A,132,0,1,43.13,0.655
2025-08-10,SC01,L2,WASH-A,123,0,2,28.0,0.691
2025-08-11,SC01,L2,WASH-A,196,1,4,22.52,0.901
2025-08-12,SC01,L2,WASH-A,195,1,3,31.32,0.932
2025-08-13,SC01,L2,WASH-A,171,1,4,25.51,0.631
2025-08-14,SC01,L2,WASH-A,178,1,9,27.94,0.804
2025-08-15,SC01,L2,WASH-A,178,1,2,24.25,0.756
2025-08-16,SC01,L2,WASH-A,168,1,3,44.75,0.766
2025-08-17,SC01,L2,WASH-A,110,2,0,53.17,0.697
2025-08-18,SC01,L2,WASH-A,175,1,7,46.28,0.882
2025-08-19,SC01,L2,WASH-A,193,0,2,40.15,0.802
2025-08-20,SC01,L2,WASH-A,139,0,5,32.47,0.859
2025-08-21,SC01,L2,WASH-A,183,0,8,29.08,0.73
2025-08-22,SC01,L2,WASH-A,194,1,4,41.13,0.865
2025-08-23,SC01,L2,WASH-A,88,0,6,45.22,0.774
2025-08-24,SC01,L2,WASH-A,110,0,3,43.73,0.623
2025-08-25,SC01,L2,WASH-A,222,0,6,48.03,0.85
2025-08-26,SC01,L2,WASH-A,200,1,2,35.65,0.799
2025-08-27,SC01,L2,WASH-A,176,1,6,22.44,0.836
2025-08-28,SC01,L2,WASH-A,186,1,4,51.77,0.769
2025-08-29,SC01,L2,WASH-A,195,2,0,28.94,0.803
2025-08-30,SC01,L2,WASH-A,141,1,2,20.11,0.79
2025-08-31,SC01,L2,WASH-A,115,0,4,59.92,0.707
2025-09-01,SC01,L2,WASH-A,196,2,3,38.67,0.81
2025-09-02,SC01,L2,WASH-A,187,2,6,35.04,0.839
2025-09-03,SC01,L2,WASH-A,176,0,1,59.34,0.82
2025-09-04,SC01,L2,WASH-A,188,0,2,31.37,0.831
2025-09-05,SC01,L2,WASH-A,184,0,4,52.96,0.681
2025-09-06,SC01,L2,WASH-A,108,1,3,50.44,0.735
2025-09-07,SC01,L2,WASH-A,112,1,3,36.26,0.731
2025-09-08,SC01,L2,WASH-A,161,2,4,54.56,0.871
2025-09-09,SC01,L2,WASH-A,179,0,3,55.47,0.811
2025-09-10,SC01,L2,WASH-A,203,0,7,37.04,0.824
2025-09-11,SC01,L2,WASH-A,196,1,3,49.26,0.708
2025-09-12,SC01,L2,WASH-A,167,0,3,50.74,0.708
2025-09-13,SC01,L2,WASH-A,159,0,6,30.35,0.658
2025-09-14,SC01,L2,WASH-A,106,0,5,21.91,0.72
2025-09-15,SC01,L2,WASH-A,192,1,2,57.49,0.893
2025-09-16,SC01,L2,WASH-A,175,1,4,27.95,0.72
2025-09-17,SC01,L2,WASH-A,172,1,1,23.88,0.702
2025-09-18,SC01,L2,WASH-A,211,1,5,54.38,0.902
2025-09-19,SC01,L2,WASH-A,206,0,5,35.63,0.767
2025-09-20,SC01,L2,WASH-A,159,1,2,27.07,0.816
2025-09-21,SC01,L2,WASH-A,143,0,9,21.77,0.658
2025-09-22,SC01,L2,WASH-A,180,1,7,48.0,0.791
2025-09-23,SC01,L2,WASH-A,167,1,5,44.45,0.809
2025-09-24,SC01,L2,WASH-A,205,1,2,37.44,0.834
2025-09-25,SC01,L2,WASH-A,201,1,2,31.6,0.689
2025-09-26,SC01,L2,WASH-A,177,1,7,50.9,0.693
2025-09-27,SC01,L2,WASH-A,151,2,5,58.51,0.717
2025-09-28,SC01,L2,WASH-A,175,1,3,54.26,0.686
2025-09-29,SC01,L2,WASH-A,232,2,4,46.43,0.859
2025-09-30,SC01,L2,WASH-A,187,4,3,37.24,0.804
2025-07-01,SC01,L2,WASH-B,302,4,7,40.39,0.793
2025-07-02,SC01,L2,WASH-B,313,2,8,50.54,0.909
2025-07-03,SC01,L2,WASH-B,340,0,3,29.65,0.768
2025-07-04,SC01,L2,WASH-B,293,2,8,51.75,0.793
2025-07-05,SC01,L2,WASH-B,255,1,7,42.64,0.735
2025-07-06,SC01,L2,WASH-B,223,1,8,51.98,0.756
2025-07-07,SC01,L2,WASH-B,309,2,8,39.38,0.802
2025-07-08,SC01,L2,WASH-B,278,1,4,57.89,0.879
2025-07-09,SC01,L2,WASH-B,233,2,12,38.03,0.868
2025-07-10,SC01,L2,WASH-B,292,1,2,43.95,0.883
2025-07-11,SC01,L2,WASH-B,303,2,8,54.2,0.799
2025-07-12,SC01,L2,WASH-B,238,1,5,59.44,0.636
2025-07-13,SC01,L2,WASH-B,198,1,3,37.09,0.713
2025-07-14,SC01,L2,WASH-B,261,2,4,22.02,0.907
2025-07-15,SC01,L2,WASH-B,258,2,9,26.7,0.724
2025-07-16,SC01,L2,WASH-B,289,1,5,59.85,0.789
2025-07-17,SC01,L2,WASH-B,328,2,4,59.24,0.799
2025-07-18,SC01,L2,WASH-B,335,1,8,31.35,0.861
2025-07-19,SC01,L2,WASH-B,252,1,2,48.27,0.822
2025-07-20,SC01,L2,WASH-B,183,0,4,47.6,0.686
2025-07-21,SC01,L2,WASH-B,350,0,5,22.43,0.723
2025-07-22,SC01,L2,WASH-B,278,2,5,52.1,0.789
2025-07-23,SC01,L2,WASH-B,309,3,4,57.81,0.684
2025-07-24,SC01,L2,WASH-B,347,1,5,32.66,0.855
2025-07-25,SC01,L2,WASH-B,337,1,8,55.02,0.82
2025-07-26,SC01,L2,WASH-B,195,2,1,58.39,0.851
2025-07-27,SC01,L2,WASH-B,252,1,7,48.14,0.658
2025-07-28,SC01,L2,WASH-B,325,3,9,43.72,0.745
2025-07-29,SC01,L2,WASH-B,329,0,7,52.91,0.767
2025-07-30,SC01,L2,WASH-B,300,2,1,36.63,0.804
2025-07-31,SC01,L2,WASH-B,288,0,9,32.37,0.883
2025-08-01,SC01,L2,WASH-B,198,0,7,54.68,0.766
2025-08-02,SC01,L2,WASH-B,259,1,9,36.34,0.723
2025-08-03,SC01,L2,WASH-B,175,0,7,39.61,0.655
2025-08-04,SC01,L2,WASH-B,280,2,4,37.28,0.859
2025-08-05,SC01,L2,WASH-B,323,1,8,45.55,0.774
2025-08-06,SC01,L2,WASH-B,258,0,7,56.53,0.851
2025-08-07,SC01,L2,WASH-B,362,4,8,30.08,0.71
2025-08-08,SC01,L2,WASH-B,297,2,4,48.28,0.865
2025-08-09,SC01,L2,WASH-B,205,0,3,23.43,0.783
2025-08-10,SC01,L2,WASH-B,269,2,3,24.81,0.751
2025-08-11,SC01,L2,WASH-B,264,2,9,25.43,0.789
2025-08-12,SC01,L2,WASH-B,343,4,10,53.07,0.646
2025-08-13,SC01,L2,WASH-B,341,0,4,50.37,0.784
2025-08-14,SC01,L2,WASH-B,283,2,4,51.16,0.843
2025-08-15,SC01,L2,WASH-B,251,1,3,33.33,0.818
2025-08-16,SC01,L2,WASH-B,219,0,8,29.54,0.716
2025-08-17,SC01,L2,WASH-B,219,0,8,32.75,0.747
2025-08-18,SC01,L2,WASH-B,280,1,6,34.26,0.734
2025-08-19,SC01,L2,WASH-B,312,3,9,22.55,0.785
2025-08-20,SC01,L2,WASH-B,289,3,6,53.54,0.841
2025-08-21,SC01,L2,WASH-B,356,4,8,38.32,0.775
2025-08-22,SC01,L2,WASH-B,363,0,7,46.66,0.777
2025-08-23,SC01,L2,WASH-B,244,2,6,34.46,0.654
2025-08-24,SC01,L2,WASH-B,257,1,8,21.63,0.773
2025-08-25,SC01,L2,WASH-B,329,1,9,33.99,0.797
2025-08-26,SC01,L2,WASH-B,306,3,7,24.51,0.732
2025-08-27,SC01,L2,WASH-B,278,0,8,50.6,0.84
2025-08-28,SC01,L2,WASH-B,298,2,6,22.35,0.789
2025-08-29,SC01,L2,WASH-B,359,5,5,57.5,0.759
2025-08-30,SC01,L2,WASH-B,192,0,6,54.92,0.814
2025-08-31,SC01,L2,WASH-B,234,1,6,58.95,0.791
2025-09-01,SC01,L2,WASH-B,315,0,6,23.42,0.918
2025-09-02,SC01,L2,WASH-B,324,1,11,31.58,0.708
2025-09-03,SC01,L2,WASH-B,263,1,11,32.72,0.788
2025-09-04,SC01,L2,WASH-B,321,1,5,57.61,0.815
2025-09-05,SC01,L2,WASH-B,265,1,8,20.89,0.829
2025-09-06,SC01,L2,WASH-B,212,0,7,29.45,0.745
2025-09-07,SC01,L2,WASH-B,278,0,6,41.75,0.721
2025-09-08,SC01,L2,WASH-B,314,1,4,37.4,0.792
2025-09-09,SC01,L2,WASH-B,342,0,6,49.52,0.772
2025-09-10,SC01,L2,WASH-B,298,2,3,31.29,0.814
2025-09-11,SC01,L2,WASH-B,356,1,6,29.22,1.0
2025-09-12,SC01,L2,WASH-B,301,0,6,54.98,0.821
2025-09-13,SC01,L2,WASH-B,279,2,5,29.66,0.814
2025-09-14,SC01,L2,WASH-B,248,2,7,48.73,0.75
2025-09-15,SC01,L2,WASH-B,274,1,6,28.1,0.994
2025-09-16,SC01,L2,WASH-B,346,0,6,58.97,0.78
2025-09-17,SC01,L2,WASH-B,297,2,1,25.45,0.848
2025-09-18,SC01,L2,WASH-B,332,3,9,33.38,0.817
2025-09-19,SC01,L2,WASH-B,308,4,9,57.3,0.751
2025-09-20,SC01,L2,WASH-B,250,0,5,43.28,0.636
2025-09-21,SC01,L2,WASH-B,196,1,4,44.08,0.741
2025-09-22,SC01,L2,WASH-B,339,1,9,42.96,0.716
2025-09-23,SC01,L2,WASH-B,306,0,6,25.09,1.0
2025-09-24,SC01,L2,WASH-B,276,0,2,41.36,0.808
2025-09-25,SC01,L2,WASH-B,303,2,5,47.55,0.756
2025-09-26,SC01,L2,WASH-B,325,1,5,28.07,0.808
2025-09-27,SC01,L2,WASH-B,224,2,4,47.78,0.804
2025-09-28,SC01,L2,WASH-B,177,2,8,52.84,0.689
2025-09-29,SC01,L2,WASH-B,303,1,6,43.47,0.824
2025-09-30,SC01,L2,WASH-B,338,1,4,33.58,0.832
2025-07-01,SC01,L3,FRDG-A,245,3,5,56.75,0.746
2025-07-02,SC01,L3,FRDG-A,243,1,2,51.56,0.743
2025-07-03,SC01,L3,FRDG-A,257,0,6,23.27,0.76
2025-07-04,SC01,L3,FRDG-A,224,1,2,47.12,0.734
2025-07-05,SC01,L3,FRDG-A,167,0,4,45.81,0.718
2025-07-06,SC01,L3,FRDG-A,157,0,1,45.44,0.655
2025-07-07,SC01,L3,FRDG-A,281,2,2,56.23,0.818
2025-07-08,SC01,L3,FRDG-A,254,1,10,44.09,0.796
2025-07-09,SC01,L3,FRDG-A,288,0,3,43.42,0.971
2025-07-10,SC01,L3,FRDG-A,243,2,1,38.27,0.802
2025-07-11,SC01,L3,FRDG-A,262,2,6,57.06,0.855
2025-07-12,SC01,L3,FRDG-A,175,1,4,44.69,0.744
2025-07-13,SC01,L3,FRDG-A,162,1,8,34.12,0.751
2025-07-14,SC01,L3,FRDG-A,255,4,5,51.15,0.927
2025-07-15,SC01,L3,FRDG-A,242,2,5,54.25,0.819
2025-07-16,SC01,L3,FRDG-A,220,1,5,45.65,0.818
2025-07-17,SC01,L3,FRDG-A,289,2,6,46.17,0.9
2025-07-18,SC01,L3,FRDG-A,253,0,6,23.43,0.787
2025-07-19,SC01,L3,FRDG-A,134,1,8,45.52,0.708
2025-07-20,SC01,L3,FRDG-A,173,1,6,56.93,0.693
2025-07-21,SC01,L3,FRDG-A,272,0,7,29.39,0.877
2025-07-22,SC01,L3,FRDG-A,244,1,4,27.33,0.809
2025-07-23,SC01,L3,FRDG-A,215,0,7,55.59,0.772
2025-07-24,SC01,L3,FRDG-A,229,2,3,37.98,0.877
2025-07-25,SC01,L3,FRDG-A,237,0,4,27.46,0.893
2025-07-26,SC01,L3,FRDG-A,176,1,3,58.93,0.686
2025-07-27,SC01,L3,FRDG-A,178,1,12,30.58,0.683
2025-07-28,SC01,L3,FRDG-A,252,1,6,23.4,0.807
2025-07-29,SC01,L3,FRDG-A,217,2,1,36.05,0.841
2025-07-30,SC01,L3,FRDG-A,245,2,8,59.16,0.778
2025-07-31,SC01,L3,FRDG-A,284,3,7,34.98,0.719
2025-08-01,SC01,L3,FRDG-A,260,0,4,24.74,0.828
2025-08-02,SC01,L3,FRDG-A,154,1,3,50.22,0.793
2025-08-03,SC01,L3,FRDG-A,110,1,9,22.62,0.602
2025-08-04,SC01,L3,FRDG-A,260,1,4,39.02,0.824
2025-08-05,SC01,L3,FRDG-A,236,0,2,52.16,0.849
2025-08-06,SC01,L3,FRDG-A,251,0,4,50.95,0.819
2025-08-07,SC01,L3,FRDG-A,211,0,8,43.02,0.772
2025-08-08,SC01,L3,FRDG-A,239,2,5,49.57,0.892
2025-08-09,SC01,L3,FRDG-A,157,0,2,46.52,0.707
2025-08-10,SC01,L3,FRDG-A,153,0,5,51.85,0.75
2025-08-11,SC01,L3,FRDG-A,248,2,3,41.07,0.784
2025-08-12,SC01,L3,FRDG-A,265,2,5,41.66,0.903
2025-08-13,SC01,L3,FRDG-A,246,1,3,55.77,0.826
2025-08-14,SC01,L3,FRDG-A,293,1,6,43.25,0.914
2025-08-15,SC01,L3,FRDG-A,265,3,5,45.87,0.797
2025-08-16,SC01,L3,FRDG-A,235,2,9,48.22,0.733
2025-08-17,SC01,L3,FRDG-A,168,0,5,46.52,0.702
2025-08-18,SC01,L3,FRDG-A,244,1,5,34.49,0.703
2025-08-19,SC01,L3,FRDG-A,221,2,6,50.34,0.801
2025-08-20,SC01,L3,FRDG-A,241,1,4,23.52,0.848
2025-08-21,SC01,L3,FRDG-A,304,0,4,32.55,0.846
2025-08-22,SC01,L3,FRDG-A,220,0,8,48.49,0.774
2025-08-23,SC01,L3,FRDG-A,148,0,8,28.25,0.726
2025-08-24,SC01,L3,FRDG-A,166,0,5,32.14,0.633
2025-08-25,SC01,L3,FRDG-A,253,3,5,58.1,0.791
2025-08-26,SC01,L3,FRDG-A,256,2,7,39.53,0.75
2025-08-27,SC01,L3,FRDG-A,259,0,3,21.49,0.805
2025-08-28,SC01,L3,FRDG-A,229,0,4,34.88,0.735
2025-08-29,SC01,L3,FRDG-A,216,1,9,32.28,0.865
2025-08-30,SC01,L3,FRDG-A,147,1,9,22.8,0.776
2025-08-31,SC01,L3,FRDG-A,139,0,7,20.05,0.728
2025-09-01,SC01,L3,FRDG-A,255,0,2,20.05,0.826
2025-09-02,SC01,L3,FRDG-A,230,2,3,58.78,0.877
2025-09-03,SC01,L3,FRDG-A,220,4,3,49.29,0.824
2025-09-04,SC01,L3,FRDG-A,216,0,2,28.15,0.773
2025-09-05,SC01,L3,FRDG-A,241,0,5,28.09,0.852
2025-09-06,SC01,L3,FRDG-A,182,0,3,39.17,0.846
2025-09-07,SC01,L3,FRDG-A,143,1,2,48.7,0.767
2025-09-08,SC01,L3,FRDG-A,265,2,5,21.87,0.762
